price,sqft_lot
630000,31705
442000,12688
340000,13440
230000,6956
495200,22120
900000,6745
265000,4600
489500,65558
335000,44866
585000,12700
800000,7200
379500,53578
475000,8000
520000,8800
515000,4338
577500,5515
269900,9672
329000,5952
458500,1920
890000,11171
361500,7334
2.54E+06,10626
325000,8374
1.85E+06,6000
945000,13367
370000,4244
320000,7111
450000,4908
800000,18303
676000,3825
1.27E+06,5000
290000,7980
158000,8925
379950,9389
583000,4000
150000,5700
261500,6992
278000,3777
555000,7140
355000,8173
375000,6650
227000,12681
335000,103672
680000,23900
686500,5025
410000,26642
425000,13300
562500,7549
345000,6976
627500,11500
355000,36300
335000,5876
350000,4228
590000,58370
252000,6788
1.30E+06,9270
705000,5001
498000,8400
312500,7227
260000,5375
209950,9600
610000,10402
500000,7100
850000,7050
689000,11700
470000,4680
640000,5175
290000,7200
258500,9000
1.10E+06,7597
420000,22320
230000,9083
252000,6865
515000,4506
425000,4635
575000,2320
390000,5160
561500,9800
1.35E+06,3728
835000,7830
245000,15000
475200,3980
425000,5024
218000,7755
600000,6536
545000,7210
2.41E+06,23250
460000,5050
425000,6413
455000,8360
313100,12821
780000,59863
345500,9682
243000,8034
670000,9600
325000,7560
281000,12500
130000,5100
340000,9798
485000,51396
642860,6398
747000,4800
559950,7200
577288,7200
575000,2726
287000,6000
1.15E+06,9889
335000,8900
375000,12500
325000,14823
530000,220414
287000,7081
320000,7000
425000,4400
550000,6009
135000,8450
695000,5687
975000,9648
210000,28710
518000,8768
335500,6780
750000,7020
515000,12000
344500,5453
470000,6723
606150,9848
292000,7712
450000,426452
429000,5043
765000,38119
425000,2500
505000,5340
544950,7371
382000,4840
475000,25157
355000,4790
410000,9000
450000,5008
565000,9066
529100,6528
452500,6454
245000,8000
415000,2550
610000,15899
363500,9702
510000,12630
650000,28298
290000,9015
170000,6750
510000,5280
2.28E+06,307752
316000,7379
690000,13463
199950,5200
207000,7740
449950,8400
361550,257875
824000,57538
537000,10050
838400,9525
225000,4758
329900,5198
282500,34925
229950,11960
500000,12059
495000,6557
149500,9450
726000,10033
899000,10295
317000,8925
395000,3000
360000,6740
570000,6738
320000,5000
320000,30185
268000,4564
191000,3400
400000,7440
515000,5000
610000,9010
538000,3060
432000,4036
335000,8592
302000,8642
787500,9382
420000,7055
560000,216493
535000,6634
310000,6771
760000,5250
242500,1905
1.31E+06,7200
235000,7153
598780,12160
433200,16200
343000,9920
145000,8125
291970,21727
599950,7910
1.75E+06,22710
870000,11000
323000,9083
727000,9703
166000,17332
450000,12204
400000,23100
599000,23100
165000,19200
229000,7408
305000,7500
930000,4446
542000,15985
214000,9147
718000,7200
349000,1002
305000,8000
498000,2640
799950,196817
737000,7800
860000,10005
339950,34041
249000,7673
370000,5525
725000,12262
529000,91476
310000,8100
315000,9163
1.30E+06,4160
435000,12744
350000,10800
240000,7800
410000,3750
430000,5249
446000,8375
240000,9760
595000,35736
215150,4770
319950,5824
385000,9912
280000,6700
399950,7300
132500,10500
399950,2856
290000,6800
860000,8592
3.10E+06,15682
245000,7200
255000,7980
310000,7200
299000,8100
575000,5508
284000,8214
840000,4800
442573,7567
560000,7028
485000,4160
472500,8536
1.61E+06,25807
808000,4600
398000,16001
340000,6000
380000,4000
235000,6173
400000,9900
582000,12335
209000,6120
335000,7700
285950,7120
645000,52476
312000,7500
663000,59677
443950,36000
315000,5750
302200,10396
770000,2658
374950,8160
330000,7557
230000,7020
967000,7250
536500,3515
315000,4240
626000,4240
334009,9305
429000,5000
818000,44431
326000,6342
310000,5000
525000,7680
350000,4400
936000,8897
226000,7200
1.25E+06,4798
428000,507038
329932,5040
539000,5040
275000,7700
590000,35010
782000,24604
575000,9603
509000,9315
290000,13300
305240,9000
555000,4976
317000,8228
430000,5040
850000,4144
469000,10659
327200,8425
835000,12523
360000,13445
372000,8658
453000,11484
275000,11317
475000,7260
310000,9720
173000,8460
313500,94960
345000,1489
436000,10200
244500,14500
206000,9800
890000,9158
329950,8874
250000,286355
246000,203861
440000,19747
395000,8117
305000,5150
160000,8682
269000,8682
169500,10023
690500,8920
245560,9693
345000,13498
383000,19607
388500,944
250000,8548
455500,19000
672000,8573
550000,128502
487000,12632
291375,6233
225000,15850
519950,10200
250000,8400
614950,2400
599500,10260
625000,13660
248500,10064
469950,4200
525000,10956
787500,6928
485000,15935
310000,5379
280000,7919
200000,42966
490000,7363
146000,4770
500000,25474
242500,7380
324950,7288
231500,7615
300000,9827
545000,50595
350000,8583
467100,8645
180000,8500
749000,5000
245000,11593
260000,7350
490000,2940
565000,4602
330000,7490
295000,7575
725000,6000
1.14E+06,10602
680000,6300
490000,9300
635000,6985
750000,715690
330000,8098
270000,1189
340000,3716
413252,3960
600000,5803
726888,7261
285000,6400
365000,5680
295000,7200
460000,7350
230000,10588
337000,6109
300000,6300
2.30E+06,8402
360000,5500
585000,10839
182700,6650
305000,6650
309950,7838
550000,12527
825000,26413
998500,4400
644500,5342
320000,8636
266950,4803
633100,33305
395000,6700
259250,5904
300000,5000
413000,139392
435000,8491
500000,15000
402000,5481
777700,251460
580000,5000
570000,40392
174950,6000
300000,3001
435000,6988
840000,8405
469000,7543
870000,3600
532000,7029
455000,11400
201000,25277
649000,13087
445500,6670
475000,11502
590000,29013
565000,8296
110000,10280
375000,7740
255000,8528
315000,14800
496600,8400
380000,4800
338950,22496
542500,42500
739000,5000
549000,3060
252000,7881
1.70E+06,15246
735000,5100
270000,8063
2.25E+06,8700
155000,43056
469000,5624
305000,5250
675000,4500
931000,6600
385000,11398
815000,12442
531000,8390
386500,3600
475580,11085
358000,5077
677500,4730
868500,3942
599380,7350
712000,11960
350000,7620
875000,6000
365000,7350
452000,6150
915000,9750
482500,3068
425000,7200
460000,4160
666570,7400
390000,32112
650000,8215
305000,8487
250000,8100
438800,4432
290000,5650
324950,4800
453000,1838
556000,4005
315000,11135
445830,5449
1.26E+06,3960
287200,19966
525000,6360
1.14E+06,17621
381000,18246
360000,7020
619000,2932
535000,224769
402000,5100
600000,70407
549950,8690
300000,7440
360000,9870
419000,8521
510000,1012
319950,9907
1.18E+06,94089
381000,6003
256900,3951
346000,30456
465000,1222
545000,9975
516000,3090
550000,5100
339950,7150
417000,8514
906000,5000
980000,9800
555000,5079
468000,7029
378000,117176
430000,16020
730100,14300
219000,7944
570000,11953
262500,7036
525000,9216
520000,3880
417400,12285
788000,5759
320000,7400
950000,5000
255000,8100
260000,6671
394000,7930
575000,27441
1.25E+06,7200
385000,7800
456000,193406
637000,5000
485000,9900
315275,8040
252500,8710
240000,24319
790000,12760
310000,7830
1.25E+06,20240
425000,5038
548000,4099
379880,14054
530000,9906
695000,220300
435000,4000
540000,62290
425000,10209
490000,7266
220000,6000
540000,3784
670000,6195
667500,20423
585000,2197
225000,12500
375000,9877
335000,8847
680000,15815
600000,4800
161000,8043
220000,8043
420000,5000
710000,2250
626000,7221
279500,8040
1.61E+06,11600
325000,5000
380000,7980
470000,9820
363000,12142
245000,7700
525000,3520
1.70E+06,22885
658500,5000
680000,8442
835000,16025
595000,2175
419000,4980
198900,18700
1.09E+06,12080
500000,4368
575000,8100
324950,1516
259000,7980
551000,9604
488000,5125
635000,46173
395000,8938
370000,8287
675000,5000
402000,6825
825000,24192
579000,223027
455000,3000
265000,6527
713500,9163
240000,12670
570000,217800
243800,27760
543000,3864
1.01E+06,7500
625000,17008
459950,6567
370000,39704
150000,7254
683500,5756
499950,2208
255000,9967
279000,7779
910000,5096
699000,7945
1.65E+06,13530
248000,8800
429000,37950
685000,15239
316000,5040
410000,7540
299000,15843
559000,6400
575000,100188
602000,3804
492000,5000
293500,5024
481000,14810
311100,8078
375000,13598
1.08E+06,435600
500000,8400
553000,6250
760000,1750
589500,3200
840000,20824
2.55E+06,8805
1.28E+06,46609
260000,7875
430000,1469
781000,1896
280000,13170
392000,32481
466200,8856
641000,3975
350000,8010
450000,4364
1.80E+06,16953
185000,1848
290000,12507
964000,9475
2.00E+06,18000
545000,15693
609950,10350
605000,7626
550000,9163
905000,4268
384200,7613
370000,1105
717500,4000
2.00E+06,7500
365500,15624
580000,5700
415000,14760
272000,6300
600000,6360
744000,5352
830000,10521
322000,1225
270000,19200
272450,7973
605000,2114
510000,8325
1.13E+06,4000
1.69E+06,7500
162000,16638
337500,5850
312000,7857
740000,199253
700000,199253
328000,8136
241000,7538
265000,6750
246000,10200
271000,9112
270000,8398
395000,7085
340000,5715
340000,13260
335000,1246
435000,3036
527950,3600
600000,18919
667000,3880
1.15E+06,10920
417000,11211
451000,7250
580000,9780
570000,36446
750000,7500
685000,7700
275000,9764
739888,43177
715000,5581
800000,4400
350000,9000
220000,223462
452500,7791
280000,5893
248000,12000
305000,7200
435010,4000
678100,2860
325000,1694
529950,8400
440000,8529
585000,4800
462608,2778
350500,5200
210000,8125
510000,5929
280000,7630
385000,14389
349000,8184
252000,10836
1.10E+06,8881
375000,8004
336000,11700
732000,6517
200000,6227
681716,7277
235000,12246
257500,13825
315000,9497
299950,8000
530000,8640
766500,6930
860000,11119
690000,4961
551000,6348
530000,20150
568000,7260
749950,10773
535000,12546
234300,9779
190000,11450
525000,6600
610000,3708
520000,1165
375000,6000
600000,7416
664000,16200
698000,4080
418000,1306
271675,13068
450000,9028
759000,78843
599950,4129
810000,5000
331292,10000
348000,2417
435000,5600
530000,9063
227000,9837
285000,42070
740000,26136
246000,9145
260000,8710
366000,10200
594950,9480
608000,5000
313100,11875
185000,9085
455000,11480
235000,9051
230000,12289
770000,5000
240000,7614
461000,3026
1.58E+06,10500
1.82E+06,88714
452000,4000
765000,5043
1.05E+06,54013
546000,9999
781000,4463
538000,7953
790000,8664
696500,4400
276000,8137
269000,8612
2.42E+06,24250
829000,59677
122000,6840
352500,7680
249000,7560
360000,7803
629500,10584
1.14E+06,127631
1.55E+06,15593
275000,7695
697000,6961
379500,17335
720000,76531
675000,5548
1.17E+06,6000
1.10E+06,6888
520000,3500
415000,7500
415000,1536
450000,8312
485000,4080
294000,9600
1.04E+06,10660
690000,4000
716500,38461
481000,1137
575000,4635
785000,5015
480000,43995
720000,9297
536000,34548
324900,7965
265000,5160
545000,3210
465000,27075
292500,7320
860000,3720
1.05E+06,47480
495000,7245
342000,1462
320000,10051
444000,2610
804100,8086
432000,15000
230000,4838
935000,11200
634950,2650
780000,5720
611000,4200
475999,4175
565000,9450
630000,26720
840000,18334
790000,432036
450000,209523
1.27E+06,4000
520000,3760
446800,8712
652000,6122
1.17E+06,12130
745000,7024
594000,1406
257000,3700
485000,4096
330000,20040
381000,8946
849900,641203
793000,4080
920000,5353
455000,4000
975000,7494
375000,1046
400000,1811
447000,7200
470000,8600
665000,7582
295500,41550
200000,8638
620000,212137
434900,11067
1.33E+06,4640
1.65E+06,7500
852500,6315
790000,34670
565000,7350
1.13E+06,24700
289950,1436
850000,13939
505000,4800
372000,5633
207000,7728
780000,10495
400000,20283
440250,8124
585000,7920
850000,9972
570000,3192
869000,30884
551000,5988
172380,8378
355000,78843
728935,10194
850000,1919
515000,48787
215000,5325
220000,9826
845000,7675
390000,4000
135000,18599
439000,19007
585000,6185
620000,16800
477000,3600
399500,1722
500000,27332
432500,8867
940000,18673
3.17E+06,11979
1.08E+06,11610
229999,5200
233000,7657
600000,8016
334000,7620
332500,8164
249900,7700
310000,12180
200000,8520
310000,11200
230000,6000
420000,5414
785000,4750
1.78E+06,19225
265000,7112
295000,10465
896000,46644
415000,9968
250000,5478
1.48E+06,5000
635000,6000
905000,48787
528000,5613
530000,7480
310000,3104
252000,9465
334500,8160
370000,8480
311000,7840
260000,4131
217500,9546
290000,4240
500000,4600
423500,6000
715000,5722
299000,3121
635000,4007
806000,9629
289950,3480
280000,6603
479950,6000
394000,9793
682000,203425
409950,3000
1.00E+06,4200
436000,6600
279000,15975
390000,4920
635000,167125
304400,8100
780000,3800
520000,210201
580000,10633
274000,7198
315000,7906
390000,77574
340000,8220
502000,45613
260000,11180
399000,4800
312500,6345
370000,8254
1.24E+06,13224
230000,9630
1.28E+06,8448
294350,5120
208950,5700
515000,5570
965000,9575
925000,3400
654500,5000
364000,11050
150000,5208
349950,10117
585000,5000
801501,13500
610000,221720
382000,11965
495000,403693
447500,6504
575000,9491
565000,4736
348580,7876
459000,9703
375000,61419
310000,7093
210000,9600
384205,3292
180000,4500
310000,4500
427500,6294
780000,2152
1.76E+06,16000
339950,4000
820000,9750
398000,3865
492000,39927
240000,14810
599950,15029
105500,7740
445000,7740
390500,426450
255000,8454
675750,10274
1.64E+06,5445
353500,9239
765000,7585
563500,4944
439000,5465
975000,10014
469900,4399
252000,8184
495000,9300
570000,15625
327000,5361
898000,7658
300000,8572
418500,12440
450000,4616
403000,13100
440000,6556
350000,4959
240000,6200
460000,2100
825000,4000
267500,12000
201000,22443
479500,4637
210000,4700
445000,3225
265000,8148
399000,8148
785000,53357
831500,35124
360000,4557
655000,7916
449950,10150
612000,7000
575000,33661
557000,18241
375000,12500
369000,99752
330000,6282
1.03E+06,6708
550000,4800
338000,7710
1.90E+06,13351
235000,8163
349950,9300
300000,10350
431000,12865
280000,20750
295000,7209
445000,6383
550000,262231
515000,15067
555000,158558
265000,2500
597000,2432
661000,5800
362764,4350
427000,14000
405000,8531
157000,11530
246500,11530
386500,11071
300000,15508
240000,8571
818500,12957
249000,8500
580000,7700
2.34E+06,35200
333000,7366
230000,7605
360500,6180
265000,7200
490000,5000
600000,5000
307500,6530
670000,9636
247200,10583
2.60E+06,12195
440000,8400
700000,7694
756100,8317
555000,19275
830000,3750
180000,8863
775000,5600
220000,18400
650000,15810
410000,9975
339995,5367
1.16E+06,9680
440000,9697
275000,7080
766000,9822
231500,7900
472000,89298
1.33E+06,37076
265000,8390
325000,6000
364500,8424
322500,8184
338900,4000
910000,4000
1.02E+06,4000
459950,6869
584950,6224
252000,11313
270000,8470
750000,8938
775000,12350
325000,8120
810000,6422
409000,2128
400000,5340
530000,8270
580000,8506
491300,11340
272000,7350
599950,106722
464000,5146
471001,6000
230000,11616
358000,6695
510000,6183
86500,9480
199950,9480
1.71E+06,5432
850000,3680
542000,3440
102500,4320
718000,136290
625000,22194
350000,11244
216000,5120
340000,7228
505000,5400
372000,6010
263850,7524
1.35E+06,20388
325000,9899
289000,7740
364000,6600
610000,8800
531500,49765
402500,9540
375000,6250
537500,9108
375000,9066
293550,8840
585000,43787
225000,2693
185000,8684
402000,7375
585000,16617
549000,953
1.81E+06,15626
345000,10529
302500,11985
218500,25500
705000,6840
191000,5525
695000,45254
350000,11770
480000,4080
220000,5200
535000,33578
1.00E+06,23400
592000,7424
775000,6826
320000,4584
760000,15022
640000,8315
253200,5840
228000,9236
325000,9525
530000,35654
300000,3200
418000,6030
415000,9625
384000,4000
325000,8337
600000,12682
760000,9690
168000,3568
405000,3960
479000,10094
549000,5130
215000,33600
550000,5750
389000,7700
447500,15024
540000,5590
273500,9638
257000,10148
199000,7200
339100,10655
435000,7590
400000,3000
356000,365904
395000,6951
575000,4320
515000,5120
618250,3360
245000,7125
690000,3240
465000,10010
280000,8240
285000,6533
320000,7047
355000,9601
670000,10078
550000,7560
765000,4500
430000,5225
950000,8448
525000,7200
300000,8163
345000,7258
838000,150945
1.80E+06,20274
390000,98445
1.15E+06,18815
295000,5720
775000,7650
380000,6047
550000,8180
199900,11232
329900,5209
898000,11060
875000,12384
375000,7956
365000,5091
530000,2850
225500,5200
318000,7000
910000,9798
207000,18730
1.89E+06,17935
624500,31920
640000,1553
500000,65340
390000,8970
284000,2050
620000,41343
306000,5702
495000,12039
499950,12753
330000,10563
665000,5820
850000,2387
599950,6318
360000,9143
699000,5497
475000,8100
575000,435600
345000,844
367950,9500
374500,11400
607500,8100
374000,9800
390000,6947
705000,5339
467000,4978
243500,7794
593000,1850
223000,7980
574000,10179
400000,11305
772000,70131
593777,10450
539500,5722
550000,2625
265000,10856
428000,9350
505000,8375
925000,12637
230000,15344
695000,9990
700000,7857
712500,2800
480000,4692
470000,8424
335000,15003
270000,7907
810000,67475
589000,954
415000,4558
197000,13200
235500,7600
460000,1840
572500,4947
302000,9629
870000,8630
485000,5758
240000,7526
383000,7215
750000,5080
409950,5125
246000,23819
860000,4500
339950,12295
315000,8100
698000,4636
419000,2034
372000,10140
425000,4709
386500,8036
348000,7312
754000,15305
269950,7309
891500,20785
349950,5000
360000,81892
975000,15482
449250,3844
350000,3850
790000,6137
990000,24586
834000,4089
466950,3880
262500,26831
762300,14550
733000,5000
439000,17279
1.16E+06,7019
420000,3993
549000,10961
518000,4000
695000,12146
485000,7385
280000,27200
306500,16400
720000,9460
277500,4558
649000,17006
3.40E+06,47870
267800,6000
625000,6979
600000,8127
395000,8149
212000,21780
425000,4040
870000,5000
420000,3667
800000,9921
575000,9535
915000,4000
400000,14258
750000,6550
235000,7592
599950,13674
481203,3800
1.82E+06,13000
379000,2913
626000,5000
535000,4841
1.23E+06,16007
410000,1034
940000,9238
326250,9663
200000,5985
880000,8250
370000,58488
190000,1737
160000,4200
625000,12825
590000,6873
575000,3599
470000,5200
130000,1500
229000,8400
279900,12928
307000,7500
399950,15001
405000,15743
539950,9000
129000,5240
340000,8422
214950,4875
450000,5650
515000,5000
1.40E+06,5160
230000,9946
